43	Rafael Sánchez	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
44	10 de Mayo	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
45	El Pedregal	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
46	Reyes Heroles	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
47	Las Hayas	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
48	San Jerónimo	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
49	Olivares Pineda	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
50	Francisco Javier Mina	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
51	Los Carriles	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
52	Lázaro Cárdenas	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
53	Campo Viejo	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
54	Santa Rosa	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
55	Las Auroras	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
56	22 de Septiembre	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
57	Santa Teresa	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
58	Santa Bárbara	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
59	Casa Blanca	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
60	Jardines de Coatepec	Unidad habitacional	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
61	Plan Mavil	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
62	Los Olivos	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
63	María Enriqueta Fracción II	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
64	2 de Abril	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
65	Campestre	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
66	Primero de Mayo	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
67	Fuentes de Coatepec	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
68	Emiliano Zapata	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
69	6 de Julio	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
70	Espinal Alto	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
71	Espinal Bajo	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
72	Magisterial Jardines de Coatepec	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
73	El Pimiento	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
74	6 de Enero	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
75	S. N. T. E. Sección 56	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
76	María Enriqueta	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
77	2 de Enero	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
78	Las Bugambilias	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
79	Casa Pinta	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
80	Las Primaveras	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
81	El Cedro	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
82	Jardines de Pastoreza	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
83	Lomas de Flores	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
84	Miguel Alemán	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
85	Las Cruces	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
86	Sostenes Guzmán	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
87	Santa Martha	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
88	Loma del Suchill	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
89	Fernando Gutiérrez Barrios	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
90	El Arenal	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
91	El Paraíso	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
92	Benito Juárez	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
93	Mosvic	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
94	Orquídeas	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
95	Los Prados	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
96	Manantiales	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
97	Los Lirios	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
98	Las Azaleas	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
99	INFONAVIT los Cafetos	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
100	Nueva Nestle	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
101	Bernardo Casals	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
102	Andrea	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
103	Las Margaritas	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
104	Setse II	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
105	La Mata	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
106	La Mata 2da Sección	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
107	Hernández Ochoa	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
108	San José	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
109	Juan de la Luz Enríquez	Colonia	Coatepec	Veracruz de Ignacio de la Llave	Coatepec	91501	30	38	Urbano
110	Zimpizahua	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
111	Pacho Viejo	Pueblo	Coatepec	Veracruz de Ignacio de la Llave		91002	30	38	Rural
112	Obrera (Las Puentes)	Colonia	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
113	La Orduña	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
114	La Laguna	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
115	San Marcos de Leon	Pueblo	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
116	Las Lomas	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91002	30	38	Rural
117	El Grande	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
118	Briones	Fraccionamiento	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Urbano
119	Mahuixtlan	Pueblo	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
120	Zoncuatla	Congregación	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
121	Cuauhtémoc	Colonia	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
122	Vaquería	Ranchería	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
123	Rancho Viejo	Ranchería	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
124	Bella Esperanza	Colonia	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
125	Tuzamapan	Pueblo	Coatepec	Veracruz de Ignacio de la Llave		91501	30	38	Rural
